fc,ds,zipcode,dimension,arrival,promise,feasible_routes,assigned_route
PSP1,DPS1,90065,dim1,2021-05-11 08:08:03,2021-05-12 23:59:59,"['r2061', 'r5340']",
PSP1,DSD2,92010,dim1,2021-05-11 08:08:06,2021-05-12 23:59:59,"['r95', 'r2176', 'r7816']",
LAS7,DSD1,92121,dim1,2021-05-11 08:08:07,2021-05-12 23:59:59,"['r821', 'r7175']",
LAS7,DSD1,92130,dim1,2021-05-11 08:08:20,2021-05-12 23:59:59,"['r829', 'r7183']",
LGB3,DSD1,92092,dim1,2021-05-11 08:08:22,2021-05-12 23:59:59,"['r0', 'r13', 'r983', 'r7079']",
LGB3,DPS1,90042,dim1,2021-05-11 08:08:25,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r882', 'r4697']",
BFL1,DPS1,91790,dim1,2021-05-11 08:08:31,2021-05-12 23:59:59,"['r92', 'r441', 'r5320']",
FAT1,DPS1,90041,dim1,2021-05-11 08:08:33,2021-05-12 23:59:59,"['r110', 'r545', 'r5736']",
TUS2,DPS1,91732,dim1,2021-05-11 08:08:35,2021-05-12 23:59:59,"['r2447', 'r4670']",
ONT2,DSD1,92130,dim1,2021-05-11 08:08:35,2021-05-12 23:59:59,"['r112', 'r1669', 'r7273', 'r7513']",
LGB7,DLA5,92223,dim1,2021-05-11 08:08:37,2021-05-12 23:59:59,"['r81', 'r105', 'r1179', 'r3048', 'r3248']",
PHX6,DSD1,92127,dim1,2021-05-11 08:08:38,2021-05-12 23:59:59,"['r76', 'r2002', 'r7150']",
LAS7,DLA5,92408,dim1,2021-05-11 08:08:39,2021-05-12 23:59:59,"['r78', 'r689', 'r3037']",
TUS2,DLA5,92404,dim1,2021-05-11 08:08:41,2021-05-12 23:59:59,"['r66', 'r2366', 'r2934']",
LAS7,DSD1,92117,dim1,2021-05-11 08:09:00,2021-05-12 23:59:59,"['r819', 'r7173']",
LGB3,DPS1,91801,dim1,2021-05-11 08:09:13,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r946', 'r4761']",
PHX6,DLA5,92359,dim1,2021-05-11 08:09:14,2021-05-12 23:59:59,"['r75', 'r1857', 'r3004']",
LAS7,DPS1,91104,dim1,2021-05-11 08:09:17,2021-05-12 23:59:59,"['r80', 'r737', 'r4960']",
LGB3,DSD1,92126,dim1,2021-05-11 08:09:23,2021-05-12 23:59:59,"['r0', 'r13', 'r993', 'r7089']",
LGB3,DPS1,91016,dim1,2021-05-11 08:09:23,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r899', 'r4714']",
LAS7,DPS1,90032,dim1,2021-05-11 08:09:32,2021-05-12 23:59:59,"['r80', 'r710', 'r4933']",
LAS7,DPS1,91104,dim1,2021-05-11 08:09:37,2021-05-12 23:59:59,"['r80', 'r737', 'r4960']",
TUS2,DPS1,91803,dim1,2021-05-11 08:09:39,2021-05-12 23:59:59,"['r2459', 'r4682']",
LGB7,DPS3,91362,dim1,2021-05-11 08:09:50,2021-05-12 23:59:59,"['r82', 'r1293', 'r6333', 'r6501']",
LGB6,DPS1,91207,dim1,2021-05-11 08:09:53,2021-05-12 23:59:59,"['r74', 'r1084', 'r4811']",
TUS2,DLA5,92407,dim1,2021-05-11 08:09:54,2021-05-12 23:59:59,"['r66', 'r2368', 'r2936']",
BFL1,DSD1,92130,dim1,2021-05-11 08:09:59,2021-05-12 23:59:59,"['r493', 'r7303']",
PSP1,DSD2,92056,dim1,2021-05-11 08:10:00,2021-05-12 23:59:59,"['r95', 'r2180', 'r7820']",
LGB7,DLA5,92557,dim1,2021-05-11 08:10:03,2021-05-12 23:59:59,"['r81', 'r105', 'r1199', 'r3068', 'r3268']",
LGB7,DLA5,92407,dim1,2021-05-11 08:10:06,2021-05-12 23:59:59,"['r81', 'r105', 'r1192', 'r3061', 'r3261']",
LAS7,DSD1,92126,dim1,2021-05-11 08:10:17,2021-05-12 23:59:59,"['r825', 'r7179']",
SMF1,DPS3,91367,dim1,2021-05-11 08:10:26,2021-05-12 23:59:59,"['r2303', 'r6461']",
LGB3,DLA5,92374,dim1,2021-05-11 08:10:27,2021-05-12 23:59:59,"['r3', 'r16', 'r69', 'r851', 'r2956']",
FAT1,DLA5,92373,dim1,2021-05-11 08:10:30,2021-05-12 23:59:59,"['r108', 'r514', 'r3280']",
PSP1,DSD2,92011,dim1,2021-05-11 08:10:30,2021-05-12 23:59:59,"['r95', 'r2177', 'r7817']",
BFL1,DSD1,92127,dim1,2021-05-11 08:10:34,2021-05-12 23:59:59,"['r490', 'r7300']",
PSP1,DLA5,92354,dim1,2021-05-11 08:10:35,2021-05-12 23:59:59,"['r93', 'r2024', 'r3153']",
LGB3,DSD2,92058,dim1,2021-05-11 08:10:36,2021-05-12 23:59:59,"['r1006', 'r7726']",
ONT2,DLA5,92373,dim1,2021-05-11 08:10:36,2021-05-12 23:59:59,"['r87', 'r111', 'r1522', 'r3105', 'r3305']",
ONT6,DSD2,92011,dim1,2021-05-11 08:10:47,2021-05-12 23:59:59,"['r98', 'r1841', 'r7829']",
BFL1,DPS1,91733,dim1,2021-05-11 08:10:52,2021-05-12 23:59:59,"['r92', 'r432', 'r5311']",
ONT6,DLA5,92359,dim1,2021-05-11 08:10:52,2021-05-12 23:59:59,"['r96', 'r1689', 'r3179']",
PSP1,DPS1,90041,dim1,2021-05-11 08:10:57,2021-05-12 23:59:59,"['r2057', 'r5336']",
LGB3,DPS1,91776,dim1,2021-05-11 08:10:59,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r943', 'r4758']",
LGB7,DPS1,91702,dim1,2021-05-11 08:11:01,2021-05-12 23:59:59,"['r4', 'r9', 'r83', 'r1266', 'r5065', 'r5705']",
PSP1,DSD2,92054,dim1,2021-05-11 08:11:02,2021-05-12 23:59:59,"['r95', 'r2179', 'r7819']",
ONT6,DPS1,91206,dim1,2021-05-11 08:11:03,2021-05-12 23:59:59,"['r1755', 'r5450']",
LAS7,DSD2,92054,dim1,2021-05-11 08:11:10,2021-05-12 23:59:59,"['r835', 'r7759']",
FAT1,DPS3,91320,dim1,2021-05-11 08:11:10,2021-05-12 23:59:59,"['r109', 'r617', 'r6518']",
FAT1,DPS1,90013,dim1,2021-05-11 08:11:15,2021-05-12 23:59:59,"['r110', 'r533', 'r5724']",
BFL1,DPS1,90042,dim1,2021-05-11 08:11:15,2021-05-12 23:59:59,"['r92', 'r378', 'r5257']",
OAK4,DPS1,91801,dim1,2021-05-11 08:11:21,2021-05-12 23:59:59,"['r86', 'r1450', 'r5161', 'r5641']",
FAT1,DSD1,92121,dim1,2021-05-11 08:11:30,2021-05-12 23:59:59,"['r653', 'r7475']",
ONT2,DPS1,90640,dim1,2021-05-11 08:11:34,2021-05-12 23:59:59,"['r89', 'r1564', 'r5187', 'r5827']",
TUS2,DPS1,91106,dim1,2021-05-11 08:11:35,2021-05-12 23:59:59,"['r2419', 'r4642']",
PHX6,DSD2,92056,dim1,2021-05-11 08:11:39,2021-05-12 23:59:59,"['r77', 'r2012', 'r7748']",
FAT1,DSD1,92124,dim1,2021-05-11 08:11:43,2021-05-12 23:59:59,"['r656', 'r7478']",
PSP1,DPS1,90032,dim1,2021-05-11 08:11:49,2021-05-12 23:59:59,"['r2054', 'r5333']",
ONT6,DPS1,91733,dim1,2021-05-11 08:11:51,2021-05-12 23:59:59,"['r1776', 'r5471']",
FAT1,DPS1,91030,dim1,2021-05-11 08:11:55,2021-05-12 23:59:59,"['r110', 'r566', 'r5757']",
OAK4,DLA5,92582,dim1,2021-05-11 08:11:55,2021-05-12 23:59:59,"['r84', 'r102', 'r1370', 'r3096', 'r3246']",
LAS7,DPS1,90029,dim1,2021-05-11 08:11:59,2021-05-12 23:59:59,"['r80', 'r708', 'r4931']",
BFL1,DSD1,92126,dim1,2021-05-11 08:12:07,2021-05-12 23:59:59,"['r489', 'r7299']",
PSP1,DLA5,92571,dim1,2021-05-11 08:12:08,2021-05-12 23:59:59,"['r93', 'r2041', 'r3170']",
OAK4,DPS1,90027,dim1,2021-05-11 08:12:11,2021-05-12 23:59:59,"['r86', 'r1378', 'r5089', 'r5569']",
ONT2,DPS3,91320,dim1,2021-05-11 08:12:20,2021-05-12 23:59:59,"['r88', 'r1625', 'r6371', 'r6539']",
LGB7,DSD1,92014,dim1,2021-05-11 08:12:22,2021-05-12 23:59:59,"['r1', 'r17', 'r106', 'r1308', 'r7188', 'r7428']",
PSP1,DLA5,92571,dim1,2021-05-11 08:12:24,2021-05-12 23:59:59,"['r93', 'r2041', 'r3170']",
PSP1,DSD1,92129,dim1,2021-05-11 08:12:25,2021-05-12 23:59:59,"['r94', 'r2172', 'r7332']",
OAK4,DPS1,91741,dim1,2021-05-11 08:12:35,2021-05-12 23:59:59,"['r86', 'r1441', 'r5152', 'r5632']",
PSP1,DSD1,92037,dim1,2021-05-11 08:12:36,2021-05-12 23:59:59,"['r94', 'r2154', 'r7314']",
LGB7,DLA5,92373,dim1,2021-05-11 08:12:36,2021-05-12 23:59:59,"['r81', 'r105', 'r1186', 'r3055', 'r3255']",
PSP1,DPS3,91367,dim1,2021-05-11 08:12:50,2021-05-12 23:59:59,"['r2135', 'r6419']",
LAS7,DPS1,91106,dim1,2021-05-11 08:12:59,2021-05-12 23:59:59,"['r80', 'r739', 'r4962']",
PSP1,DPS3,91377,dim1,2021-05-11 08:12:59,2021-05-12 23:59:59,"['r2136', 'r6420']",
SMF1,DPS3,91377,dim1,2021-05-11 08:13:05,2021-05-12 23:59:59,"['r2304', 'r6462']",
FAT1,DPS1,91104,dim1,2021-05-11 08:13:09,2021-05-12 23:59:59,"['r110', 'r569', 'r5760']",
LGB3,DPS1,91106,dim1,2021-05-11 08:13:09,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r907', 'r4722']",
PSP1,DPS1,90039,dim1,2021-05-11 08:13:10,2021-05-12 23:59:59,"['r2056', 'r5335']",
LGB3,DPS1,90042,dim1,2021-05-11 08:13:10,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r882', 'r4697']",
BFL1,DLA5,92557,dim1,2021-05-11 08:13:34,2021-05-12 23:59:59,"['r90', 'r359', 'r3143']",
LGB3,DLA5,92324,dim1,2021-05-11 08:13:42,2021-05-12 23:59:59,"['r3', 'r16', 'r69', 'r846', 'r2951']",
PHX6,DPS1,91016,dim1,2021-05-11 08:13:44,2021-05-12 23:59:59,"['r1907', 'r4874']",
FAT1,DSD1,92067,dim1,2021-05-11 08:13:56,2021-05-12 23:59:59,"['r643', 'r7465']",
OAK4,DLA5,92404,dim1,2021-05-11 08:13:56,2021-05-12 23:59:59,"['r84', 'r102', 'r1358', 'r3084', 'r3234']",
ONT2,DLA5,92553,dim1,2021-05-11 08:13:57,2021-05-12 23:59:59,"['r87', 'r111', 'r1533', 'r3116', 'r3316']",
ONT6,DPS1,91103,dim1,2021-05-11 08:13:57,2021-05-12 23:59:59,"['r1744', 'r5439']",
ONT6,DSD1,92124,dim1,2021-05-11 08:14:03,2021-05-12 23:59:59,"['r6', 'r12', 'r97', 'r1832', 'r7358']",
LGB6,DPS1,90029,dim1,2021-05-11 08:14:06,2021-05-12 23:59:59,"['r74', 'r1044', 'r4771']",
TUS2,DLA5,92324,dim1,2021-05-11 08:14:13,2021-05-12 23:59:59,"['r66', 'r2358', 'r2926']",
LGB3,DLA5,92373,dim1,2021-05-11 08:14:14,2021-05-12 23:59:59,"['r3', 'r16', 'r69', 'r850', 'r2955']",
LGB3,DPS1,91030,dim1,2021-05-11 08:14:23,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r902', 'r4717']",
OAK4,DSD1,92127,dim1,2021-05-11 08:14:23,2021-05-12 23:59:59,"['r103', 'r1498', 'r7240', 'r7420']",
PSP1,DSD1,92111,dim1,2021-05-11 08:14:24,2021-05-12 23:59:59,"['r94', 'r2162', 'r7322']",
ONT2,DPS1,91101,dim1,2021-05-11 08:14:24,2021-05-12 23:59:59,"['r89', 'r1575', 'r5198', 'r5838']",
PSP1,DLA5,92374,dim1,2021-05-11 08:14:26,2021-05-12 23:59:59,"['r93', 'r2027', 'r3156']",
OAK4,DPS3,91301,dim1,2021-05-11 08:14:31,2021-05-12 23:59:59,"['r85', 'r1454', 'r6347', 'r6473']",
TUS2,DPS1,90012,dim1,2021-05-11 08:14:32,2021-05-12 23:59:59,"['r2380', 'r4603']",
PSP1,DPS1,91104,dim1,2021-05-11 08:14:35,2021-05-12 23:59:59,"['r2081', 'r5360']",
OAK4,DLA5,92223,dim1,2021-05-11 08:14:37,2021-05-12 23:59:59,"['r84', 'r102', 'r1347', 'r3073', 'r3223']",
PSP1,DSD2,92083,dim1,2021-05-11 08:14:38,2021-05-12 23:59:59,"['r95', 'r2185', 'r7825']",
LAS7,DLA5,92373,dim1,2021-05-11 08:14:41,2021-05-12 23:59:59,"['r78', 'r682', 'r3030']",
LAS7,DPS1,91016,dim1,2021-05-11 08:14:48,2021-05-12 23:59:59,"['r80', 'r731', 'r4954']",
LAS7,DSD1,92130,dim1,2021-05-11 08:14:50,2021-05-12 23:59:59,"['r829', 'r7183']",
OAK4,DLA5,92555,dim1,2021-05-11 08:14:58,2021-05-12 23:59:59,"['r84', 'r102', 'r1366', 'r3092', 'r3242']",
LGB7,DPS1,91106,dim1,2021-05-11 08:14:58,2021-05-12 23:59:59,"['r4', 'r9', 'r83', 'r1243', 'r5042', 'r5682']",
TUS2,DLA5,92373,dim1,2021-05-11 08:15:00,2021-05-12 23:59:59,"['r66', 'r2362', 'r2930']",
BFL1,DPS1,91108,dim1,2021-05-11 08:15:02,2021-05-12 23:59:59,"['r92', 'r405', 'r5284']",
FAT1,DPS1,91780,dim1,2021-05-11 08:15:03,2021-05-12 23:59:59,"['r110', 'r608', 'r5799']",
ONT6,DPS3,91361,dim1,2021-05-11 08:15:03,2021-05-12 23:59:59,"['r1796', 'r6437']",
LAS7,DSD1,92122,dim1,2021-05-11 08:15:09,2021-05-12 23:59:59,"['r822', 'r7176']",
LGB6,DLA5,92407,dim1,2021-05-11 08:15:11,2021-05-12 23:59:59,"['r72', 'r1024', 'r2986']",
PHX6,DPS1,91205,dim1,2021-05-11 08:15:14,2021-05-12 23:59:59,"['r1922', 'r4889']",
LGB7,DLA5,92346,dim1,2021-05-11 08:15:16,2021-05-12 23:59:59,"['r81', 'r105', 'r1183', 'r3052', 'r3252']",
PSP1,DPS1,91790,dim1,2021-05-11 08:15:16,2021-05-12 23:59:59,"['r2121', 'r5400']",
LGB3,DLA5,92223,dim1,2021-05-11 08:15:17,2021-05-12 23:59:59,"['r3', 'r16', 'r69', 'r843', 'r2948']",
SMF1,DPS3,91364,dim1,2021-05-11 08:15:28,2021-05-12 23:59:59,"['r2302', 'r6460']",
SMF1,DPS3,91356,dim1,2021-05-11 08:15:31,2021-05-12 23:59:59,"['r2298', 'r6456']",
LGB3,DPS3,91362,dim1,2021-05-11 08:15:32,2021-05-12 23:59:59,"['r8', 'r10', 'r70', 'r957', 'r6249']",
FAT1,DPS1,91780,dim1,2021-05-11 08:15:32,2021-05-12 23:59:59,"['r110', 'r608', 'r5799']",
FAT1,DPS1,91702,dim1,2021-05-11 08:15:33,2021-05-12 23:59:59,"['r110', 'r594', 'r5785']",
OAK4,DLA5,92405,dim1,2021-05-11 08:15:41,2021-05-12 23:59:59,"['r84', 'r102', 'r1359', 'r3085', 'r3235']",
SMF1,DSD1,92111,dim1,2021-05-11 08:15:42,2021-05-12 23:59:59,"['r100', 'r2330', 'r7382']",
ONT2,DSD1,92108,dim1,2021-05-11 08:15:44,2021-05-12 23:59:59,"['r112', 'r1657', 'r7261', 'r7501']",
LAS7,DPS1,90063,dim1,2021-05-11 08:15:46,2021-05-12 23:59:59,"['r80', 'r716', 'r4939']",
SMF1,DPS1,90031,dim1,2021-05-11 08:15:50,2021-05-12 23:59:59,"['r2221', 'r5492']",
LGB7,DLA5,92553,dim1,2021-05-11 08:15:51,2021-05-12 23:59:59,"['r81', 'r105', 'r1197', 'r3066', 'r3266']",
ONT2,DPS1,90014,dim1,2021-05-11 08:15:54,2021-05-12 23:59:59,"['r89', 'r1542', 'r5165', 'r5805']",
TUS2,DSD2,92011,dim1,2021-05-11 08:16:00,2021-05-12 23:59:59,"['r68', 'r2513', 'r7709']",
OAK4,DPS3,91307,dim1,2021-05-11 08:16:04,2021-05-12 23:59:59,"['r85', 'r1456', 'r6349', 'r6475']",
LGB7,DPS3,91367,dim1,2021-05-11 08:16:05,2021-05-12 23:59:59,"['r82', 'r1295', 'r6335', 'r6503']",
LGB3,DSD1,92123,dim1,2021-05-11 08:16:11,2021-05-12 23:59:59,"['r0', 'r13', 'r991', 'r7087']",
ONT2,DPS1,90012,dim1,2021-05-11 08:16:13,2021-05-12 23:59:59,"['r89', 'r1540', 'r5163', 'r5803']",
PSP1,DPS1,91108,dim1,2021-05-11 08:16:15,2021-05-12 23:59:59,"['r2085', 'r5364']",
FAT1,DLA5,92407,dim1,2021-05-11 08:16:15,2021-05-12 23:59:59,"['r108', 'r520', 'r3286']",
OAK4,DPS3,91367,dim1,2021-05-11 08:16:18,2021-05-12 23:59:59,"['r85', 'r1463', 'r6356', 'r6482']",
LGB7,DLA5,92374,dim1,2021-05-11 08:16:25,2021-05-12 23:59:59,"['r81', 'r105', 'r1187', 'r3056', 'r3256']",
LGB7,DSD1,92067,dim1,2021-05-11 08:16:35,2021-05-12 23:59:59,"['r1', 'r17', 'r106', 'r1315', 'r7195', 'r7435']",
LGB3,DPS1,91010,dim1,2021-05-11 08:16:38,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r897', 'r4712']",
FAT1,DSD1,92126,dim1,2021-05-11 08:16:44,2021-05-12 23:59:59,"['r657', 'r7479']",
ONT6,DSD1,92117,dim1,2021-05-11 08:16:47,2021-05-12 23:59:59,"['r6', 'r12', 'r97', 'r1827', 'r7353']",
PSP1,DPS1,90065,dim1,2021-05-11 08:16:47,2021-05-12 23:59:59,"['r2061', 'r5340']",
LGB7,DLA5,92582,dim1,2021-05-11 08:16:51,2021-05-12 23:59:59,"['r81', 'r105', 'r1202', 'r3071', 'r3271']",
FAT1,DPS3,91301,dim1,2021-05-11 08:16:52,2021-05-12 23:59:59,"['r109', 'r614', 'r6515']",
ONT6,DPS1,90057,dim1,2021-05-11 08:16:54,2021-05-12 23:59:59,"['r1723', 'r5418']",
OAK4,DPS1,91203,dim1,2021-05-11 08:16:59,2021-05-12 23:59:59,"['r86', 'r1416', 'r5127', 'r5607']",
ONT2,DLA5,92507,dim1,2021-05-11 08:17:01,2021-05-12 23:59:59,"['r87', 'r111', 'r1532', 'r3115', 'r3315']",
BFL1,DSD1,92007,dim1,2021-05-11 08:17:11,2021-05-12 23:59:59,"['r466', 'r7276']",
LGB6,DPS1,90065,dim1,2021-05-11 08:17:15,2021-05-12 23:59:59,"['r74', 'r1053', 'r4780']",
LGB6,DPS1,90013,dim1,2021-05-11 08:17:21,2021-05-12 23:59:59,"['r74', 'r1037', 'r4764']",
LAS7,DLA5,92407,dim1,2021-05-11 08:17:23,2021-05-12 23:59:59,"['r78', 'r688', 'r3036']",
LGB3,DSD1,92124,dim1,2021-05-11 08:17:24,2021-05-12 23:59:59,"['r0', 'r13', 'r992', 'r7088']",
TUS2,DPS1,90032,dim1,2021-05-11 08:17:27,2021-05-12 23:59:59,"['r2390', 'r4613']",
BFL1,DPS1,91101,dim1,2021-05-11 08:17:39,2021-05-12 23:59:59,"['r92', 'r399', 'r5278']",
PSP1,DLA5,92407,dim1,2021-05-11 08:17:39,2021-05-12 23:59:59,"['r93', 'r2032', 'r3161']",
LGB3,DSD2,92028,dim1,2021-05-11 08:17:47,2021-05-12 23:59:59,"['r1002', 'r7722']",
PSP1,DSD1,92117,dim1,2021-05-11 08:17:51,2021-05-12 23:59:59,"['r94', 'r2163', 'r7323']",
FAT1,DPS1,91001,dim1,2021-05-11 08:18:00,2021-05-12 23:59:59,"['r110', 'r557', 'r5748']",
BFL1,DPS1,91206,dim1,2021-05-11 08:18:00,2021-05-12 23:59:59,"['r92', 'r411', 'r5290']",
LAS7,DLA5,92324,dim1,2021-05-11 08:18:09,2021-05-12 23:59:59,"['r78', 'r678', 'r3026']",
PSP1,DSD1,92029,dim1,2021-05-11 08:18:19,2021-05-12 23:59:59,"['r94', 'r2153', 'r7313']",
FAT1,DLA5,92407,dim1,2021-05-11 08:18:23,2021-05-12 23:59:59,"['r108', 'r520', 'r3286']",
LAS7,DSD1,92111,dim1,2021-05-11 08:18:26,2021-05-12 23:59:59,"['r818', 'r7172']",
LGB3,DPS1,91770,dim1,2021-05-11 08:18:28,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r941', 'r4756']",
BFL1,DSD2,92058,dim1,2021-05-11 08:18:31,2021-05-12 23:59:59,"['r502', 'r7810']",
OAK4,DPS1,90039,dim1,2021-05-11 08:18:34,2021-05-12 23:59:59,"['r86', 'r1384', 'r5095', 'r5575']",
BFL1,DSD1,92108,dim1,2021-05-11 08:18:35,2021-05-12 23:59:59,"['r481', 'r7291']",
OAK4,DPS1,91105,dim1,2021-05-11 08:18:37,2021-05-12 23:59:59,"['r86', 'r1410', 'r5121', 'r5601']",
LAS7,DLA5,92507,dim1,2021-05-11 08:18:37,2021-05-12 23:59:59,"['r78', 'r692', 'r3040']",
LGB3,DPS1,91204,dim1,2021-05-11 08:18:40,2021-05-12 23:59:59,"['r5', 'r14', 'r71', 'r913', 'r4728']",
PSP1,DPS1,91780,dim1,2021-05-11 08:18:42,2021-05-12 23:59:59,"['r2120', 'r5399']",
ONT2,DLA5,92411,dim1,2021-05-11 08:18:43,2021-05-12 23:59:59,"['r87', 'r111', 'r1531', 'r3114', 'r3314']",
FAT1,DLA5,92404,dim1,2021-05-11 08:18:50,2021-05-12 23:59:59,"['r108', 'r518', 'r3284']",
PHX6,DSD1,92122,dim1,2021-05-11 08:18:52,2021-05-12 23:59:59,"['r76', 'r1998', 'r7146']",
FAT1,DSD1,92123,dim1,2021-05-11 08:18:53,2021-05-12 23:59:59,"['r655', 'r7477']",
FAT1,DSD1,92127,dim1,2021-05-11 08:18:54,2021-05-12 23:59:59,"['r658', 'r7480']",
LGB6,DPS1,90017,dim1,2021-05-11 08:18:54,2021-05-12 23:59:59,"['r74', 'r1039', 'r4766']",
ONT6,DPS1,91010,dim1,2021-05-11 08:18:56,2021-05-12 23:59:59,"['r1737', 'r5432']",
SMF1,DPS1,91770,dim1,2021-05-11 08:19:03,2021-05-12 23:59:59,"['r2285', 'r5556']",
SMF1,DLA5,92374,dim1,2021-05-11 08:19:07,2021-05-12 23:59:59,"['r99', 'r2195', 'r3206']",
TUS2,DLA5,92557,dim1,2021-05-11 08:19:19,2021-05-12 23:59:59,"['r66', 'r2375', 'r2943']",
ONT2,DPS3,91367,dim1,2021-05-11 08:19:19,2021-05-12 23:59:59,"['r88', 'r1631', 'r6377', 'r6545']",
ONT2,DSD1,92126,dim1,2021-05-11 08:19:24,2021-05-12 23:59:59,"['r112', 'r1665', 'r7269', 'r7509']",
ONT2,DPS3,91302,dim1,2021-05-11 08:19:27,2021-05-12 23:59:59,"['r88', 'r1623', 'r6369', 'r6537']",
FAT1,DPS1,91207,dim1,2021-05-11 08:19:29,2021-05-12 23:59:59,"['r110', 'r580', 'r5771']",
BFL1,DPS1,90013,dim1,2021-05-11 08:19:29,2021-05-12 23:59:59,"['r92', 'r365', 'r5244']",
FAT1,DPS1,91754,dim1,2021-05-11 08:19:31,2021-05-12 23:59:59,"['r110', 'r603', 'r5794']",
FAT1,DSD1,92117,dim1,2021-05-11 08:19:38,2021-05-12 23:59:59,"['r651', 'r7473']",
ONT2,DLA5,92557,dim1,2021-05-11 08:19:47,2021-05-12 23:59:59,"['r87', 'r111', 'r1535', 'r3118', 'r3318']",
LAS7,DPS1,90640,dim1,2021-05-11 08:19:50,2021-05-12 23:59:59,"['r80', 'r724', 'r4947']",
PSP1,DPS1,90028,dim1,2021-05-11 08:19:51,2021-05-12 23:59:59,"['r2051', 'r5330']",
ONT2,DPS1,91731,dim1,2021-05-11 08:19:56,2021-05-12 23:59:59,"['r89', 'r1606', 'r5229', 'r5869']",
FAT1,DPS3,90290,dim1,2021-05-11 08:20:00,2021-05-12 23:59:59,"['r109', 'r613', 'r6514']",
BFL1,DSD1,92122,dim1,2021-05-11 08:20:04,2021-05-12 23:59:59,"['r486', 'r7296']",
OAK4,DPS3,91362,dim1,2021-05-11 08:20:05,2021-05-12 23:59:59,"['r85', 'r1461', 'r6354', 'r6480']",
SMF1,DLA5,92407,dim1,2021-05-11 08:20:10,2021-05-12 23:59:59,"['r99', 'r2200', 'r3211']",
FAT1,DPS1,90031,dim1,2021-05-11 08:20:12,2021-05-12 23:59:59,"['r110', 'r541', 'r5732']",
PSP1,DLA5,92399,dim1,2021-05-11 08:20:16,2021-05-12 23:59:59,"['r93', 'r2029', 'r3158']",
LAS7,DPS1,91733,dim1,2021-05-11 08:20:17,2021-05-12 23:59:59,"['r80', 'r768', 'r4991']",
TUS2,DLA5,92571,dim1,2021-05-11 08:20:19,2021-05-12 23:59:59,"['r66', 'r2377', 'r2945']",
LGB7,DPS1,91030,dim1,2021-05-11 08:20:19,2021-05-12 23:59:59,"['r4', 'r9', 'r83', 'r1238', 'r5037', 'r5677']",
LGB7,DSD1,92078,dim1,2021-05-11 08:20:23,2021-05-12 23:59:59,"['r1', 'r17', 'r106', 'r1317', 'r7197', 'r7437']",
LAS7,DPS1,91702,dim1,2021-05-11 08:20:27,2021-05-12 23:59:59,"['r80', 'r762', 'r4985']",
PSP1,DSD1,92124,dim1,2021-05-11 08:20:28,2021-05-12 23:59:59,"['r94', 'r2168', 'r7328']",
PSP1,DPS1,91801,dim1,2021-05-11 08:20:29,2021-05-12 23:59:59,"['r2122', 'r5401']",
PSP1,DPS1,91706,dim1,2021-05-11 08:20:29,2021-05-12 23:59:59,"['r2107', 'r5386']",
BFL1,DPS1,91016,dim1,2021-05-11 08:20:29,2021-05-12 23:59:59,"['r92', 'r395', 'r5274']",
PSP1,DSD2,92008,dim1,2021-05-11 08:20:31,2021-05-12 23:59:59,"['r95', 'r2175', 'r7815']",
FAT1,DSD1,92108,dim1,2021-05-11 08:20:32,2021-05-12 23:59:59,"['r649', 'r7471']",
OAK4,DPS1,91010,dim1,2021-05-11 08:20:32,2021-05-12 23:59:59,"['r86', 'r1401', 'r5112', 'r5592']",
PSP1,DPS1,90065,dim1,2021-05-11 08:20:34,2021-05-12 23:59:59,"['r2061', 'r5340']",
LGB3,DLA5,92377,dim1,2021-05-11 08:20:38,2021-05-12 23:59:59,"['r3', 'r16', 'r69', 'r852', 'r2957']",
PSP1,DSD1,92037,dim1,2021-05-11 08:20:40,2021-05-12 23:59:59,"['r94', 'r2154', 'r7314']",
LAS7,DLA5,92324,dim1,2021-05-11 08:20:41,2021-05-12 23:59:59,"['r78', 'r678', 'r3026']",
LGB6,DPS1,91107,dim1,2021-05-11 08:20:46,2021-05-12 23:59:59,"['r74', 'r1076', 'r4803']",
LAS7,DPS3,91367,dim1,2021-05-11 08:20:48,2021-05-12 23:59:59,"['r79', 'r791', 'r6314']",
BFL1,DPS1,91007,dim1,2021-05-11 08:20:50,2021-05-12 23:59:59,"['r92', 'r391', 'r5270']",
ONT2,DLA5,92405,dim1,2021-05-11 08:20:50,2021-05-12 23:59:59,"['r87', 'r111', 'r1527', 'r3110', 'r3310']",
PSP1,DPS1,91776,dim1,2021-05-11 08:20:52,2021-05-12 23:59:59,"['r2119', 'r5398']",
PSP1,DSD2,92056,dim1,2021-05-11 08:20:54,2021-05-12 23:59:59,"['r95', 'r2180', 'r7820']",
