fc,ds,zipcode,dimension,arrival,promise,feasible_routes,assigned_route,resource_caps_of_assigned_route,route_cost_map,type,base_cost
LAS7,DSD1,92127,dim1,2021-05-11 07:28:17,2021-05-12 23:59:59,['r826' 'r7180'],r826,{},"{'r826': 4.53, 'r7180': 4.78}",3p,4.53
LAS7,DPS1,91202,dim1,2021-05-11 07:28:19,2021-05-12 23:59:59,['r80' 'r743' 'r4966'],r80,"{'j57': 2846, 'j64': 331, 'j75': 2962, 'j72': 2284}","{'r80': 3.13, 'r743': 4.33, 'r4966': 4.62}",amzl_indirect,1.0
ONT2,DPS1,91754,dim1,2021-05-11 07:28:24,2021-05-12 23:59:59,['r89' 'r1611' 'r5234' 'r5874'],r1611,{},"{'r89': 2.54, 'r1611': 2.51, 'r5234': 3.96, 'r5874': 2.66}",3p,2.51
LAS7,DSD1,92130,dim1,2021-05-11 07:28:35,2021-05-12 23:59:59,['r829' 'r7183'],r829,{},"{'r829': 4.61, 'r7183': 4.82}",3p,4.61
LAS7,DPS1,90042,dim1,2021-05-11 07:28:43,2021-05-12 23:59:59,['r80' 'r714' 'r4937'],r80,"{'j57': 2845, 'j64': 330, 'j75': 2961, 'j72': 2283}","{'r80': 3.13, 'r714': 4.32, 'r4937': 4.57}",amzl_indirect,1.0
LGB7,DSD1,92126,dim1,2021-05-11 07:28:52,2021-05-12 23:59:59,['r1' 'r17' 'r106' 'r1329' 'r7209' 'r7449'],r17,"{'j59': 1416, 'j79': 23}","{'r1': 1.25, 'r17': 1.25, 'r106': 1.25, 'r1329': 2.85, 'r7209': 4.07, 'r7449': 3.09}",amzl_direct,1.0
PSP1,DLA5,92582,dim1,2021-05-11 07:28:55,2021-05-12 23:59:59,['r93' 'r2042' 'r3171'],r2042,{},"{'r93': 2.49, 'r2042': 2.09, 'r3171': 3.08}",3p,2.09
ONT2,DPS3,90265,dim1,2021-05-11 07:28:55,2021-05-12 23:59:59,['r88' 'r1620' 'r6366' 'r6534'],r88,"{'j58': 590, 'j86': 76, 'j75': 2960, 'j73': 472}","{'r88': 2.7, 'r1620': 2.89, 'r6366': 4.34, 'r6534': 3.02}",amzl_indirect,1.0
BFL1,DLA5,92553,dim1,2021-05-11 07:28:57,2021-05-12 23:59:59,['r90' 'r357' 'r3141'],r90,"{'j56': 1514, 'j55': 406, 'j75': 2959, 'j101': 380}","{'r90': 3.45, 'r357': 3.48, 'r3141': 3.59}",amzl_indirect,1.0
LGB3,DPS1,91107,dim1,2021-05-11 07:28:57,2021-05-12 23:59:59,['r5' 'r14' 'r71' 'r908' 'r4723'],r14,"{'j57': 2844, 'j66': 53}","{'r5': 1.3, 'r14': 1.3, 'r71': 1.3, 'r908': 2.33, 'r4723': 2.69}",amzl_direct,1.0
TUS2,DLA5,92407,dim1,2021-05-11 07:29:08,2021-05-12 23:59:59,['r66' 'r2368' 'r2936'],r66,"{'j56': 1513, 'j100': 238, 'j104': 2815, 'j101': 379}","{'r66': 6.02, 'r2368': 6.08, 'r2936': 6.44}",amzl_indirect,1.0
PSP1,DPS3,90265,dim1,2021-05-11 07:29:11,2021-05-12 23:59:59,['r2124' 'r6408'],r6408,"{'j105': 11123, 'j98': 616, 'j104': 2814}","{'r2124': 3.04, 'r6408': 3.01}",ddu,2.49
TUS2,DLA5,92557,dim1,2021-05-11 07:29:12,2021-05-12 23:59:59,['r66' 'r2375' 'r2943'],r2375,{},"{'r66': 6.02, 'r2375': 5.97, 'r2943': 6.46}",3p,5.97
OAK4,DPS1,91204,dim1,2021-05-11 07:29:15,2021-05-12 23:59:59,['r86' 'r1417' 'r5128' 'r5608'],r1417,{},"{'r86': 5.08, 'r1417': 5.05, 'r5128': 6.56, 'r5608': 5.93}",3p,5.05
LGB7,DLA5,92354,dim1,2021-05-11 07:29:18,2021-05-12 23:59:59,['r81' 'r105' 'r1184' 'r3053' 'r3253'],r1184,{},"{'r81': 3.23, 'r105': 2.22, 'r1184': 2.1, 'r3053': 3.28, 'r3253': 2.67}",3p,2.1
LGB7,DLA5,92555,dim1,2021-05-11 07:29:19,2021-05-12 23:59:59,['r81' 'r105' 'r1198' 'r3067' 'r3267'],r1198,{},"{'r81': 3.23, 'r105': 2.22, 'r1198': 2.19, 'r3067': 3.38, 'r3267': 2.71}",3p,2.19
PHX6,DPS1,91108,dim1,2021-05-11 07:29:20,2021-05-12 23:59:59,['r1917' 'r4884'],r1917,{},"{'r1917': 5.44, 'r4884': 5.46}",3p,5.44
BFL1,DLA5,92553,dim1,2021-05-11 07:29:21,2021-05-12 23:59:59,['r90' 'r357' 'r3141'],r90,"{'j56': 1512, 'j55': 405, 'j75': 2958, 'j101': 378}","{'r90': 3.45, 'r357': 3.48, 'r3141': 3.59}",amzl_indirect,1.0
ONT2,DSD1,92129,dim1,2021-05-11 07:29:24,2021-05-12 23:59:59,['r112' 'r1668' 'r7272' 'r7512'],r112,"{'j59': 1415, 'j95': 88, 'j104': 2813, 'j102': 1110}","{'r112': 1.53, 'r1668': 2.78, 'r7272': 4.23, 'r7512': 3.35}",amzl_indirect,1.0
BFL1,DPS1,91706,dim1,2021-05-11 07:29:24,2021-05-12 23:59:59,['r92' 'r427' 'r5306'],r92,"{'j57': 2843, 'j55': 404, 'j75': 2957, 'j72': 2282}","{'r92': 2.57, 'r427': 3.15, 'r5306': 3.89}",amzl_indirect,1.0
OAK4,DPS1,91205,dim1,2021-05-11 07:29:32,2021-05-12 23:59:59,['r86' 'r1418' 'r5129' 'r5609'],r1418,{},"{'r86': 5.08, 'r1418': 5.06, 'r5129': 6.55, 'r5609': 5.93}",3p,5.06
LAS7,DPS1,91754,dim1,2021-05-11 07:29:35,2021-05-12 23:59:59,['r80' 'r771' 'r4994'],r80,"{'j57': 2842, 'j64': 329, 'j75': 2956, 'j72': 2281}","{'r80': 3.13, 'r771': 4.33, 'r4994': 4.55}",amzl_indirect,1.0
BFL1,DPS1,91016,dim1,2021-05-11 07:29:36,2021-05-12 23:59:59,['r92' 'r395' 'r5274'],r92,"{'j57': 2841, 'j55': 403, 'j75': 2955, 'j72': 2280}","{'r92': 2.57, 'r395': 3.1, 'r5274': 3.91}",amzl_indirect,1.0
OAK4,DSD1,92117,dim1,2021-05-11 07:29:39,2021-05-12 23:59:59,['r103' 'r1491' 'r7233' 'r7413'],r103,"{'j59': 1414, 'j94': 81, 'j104': 2812, 'j102': 1109}","{'r103': 4.71, 'r1491': 6.14, 'r7233': 6.86, 'r7413': 6.59}",amzl_indirect,1.0
ONT2,DPS1,91107,dim1,2021-05-11 07:29:44,2021-05-12 23:59:59,['r89' 'r1580' 'r5203' 'r5843'],r1580,{},"{'r89': 2.54, 'r1580': 2.48, 'r5203': 3.93, 'r5843': 2.7}",3p,2.48
OAK4,DPS1,91030,dim1,2021-05-11 07:29:47,2021-05-12 23:59:59,['r86' 'r1406' 'r5117' 'r5597'],r86,"{'j57': 2840, 'j84': 84, 'j75': 2954, 'j72': 2279}","{'r86': 5.08, 'r1406': 5.1, 'r5117': 6.5, 'r5597': 5.88}",amzl_indirect,1.0
ONT2,DPS1,91706,dim1,2021-05-11 07:29:49,2021-05-12 23:59:59,['r89' 'r1603' 'r5226' 'r5866'],r1603,{},"{'r89': 2.54, 'r1603': 2.41, 'r5226': 3.86, 'r5866': 2.64}",3p,2.41
PSP1,DSD1,92014,dim1,2021-05-11 07:29:54,2021-05-12 23:59:59,['r94' 'r2148' 'r7308'],r94,"{'j59': 1413, 'j98': 615, 'j104': 2811, 'j102': 1108}","{'r94': 1.52, 'r2148': 2.68, 'r7308': 3.3}",amzl_indirect,1.0
LGB7,DPS1,90039,dim1,2021-05-11 07:29:56,2021-05-12 23:59:59,['r4' 'r9' 'r83' 'r1216' 'r5015' 'r5655'],r9,"{'j57': 2839, 'j78': 17}","{'r4': 2.35, 'r9': 2.35, 'r83': 2.35, 'r1216': 2.5, 'r5015': 3.83, 'r5655': 2.46}",amzl_direct,1.0
PSP1,DPS1,90028,dim1,2021-05-11 07:30:00,2021-05-12 23:59:59,['r2051' 'r5330'],r5330,"{'j105': 11122, 'j98': 614, 'j104': 2810}","{'r2051': 2.77, 'r5330': 2.76}",ddu,2.24
TUS2,DLA5,92313,dim1,2021-05-11 07:30:03,2021-05-12 23:59:59,['r66' 'r2356' 'r2924'],r66,"{'j56': 1511, 'j100': 237, 'j104': 2809, 'j101': 377}","{'r66': 6.02, 'r2356': 6.02, 'r2924': 6.43}",amzl_indirect,1.0
PSP1,DSD1,92126,dim1,2021-05-11 07:30:08,2021-05-12 23:59:59,['r94' 'r2169' 'r7329'],r94,"{'j59': 1412, 'j98': 613, 'j104': 2808, 'j102': 1107}","{'r94': 1.52, 'r2169': 2.7, 'r7329': 3.36}",amzl_indirect,1.0
FAT1,DSD1,92122,dim1,2021-05-11 07:30:09,2021-05-12 23:59:59,['r654' 'r7476'],r654,{},"{'r654': 5.02, 'r7476': 5.23}",3p,5.02
PSP1,DPS1,91007,dim1,2021-05-11 07:30:11,2021-05-12 23:59:59,['r2071' 'r5350'],r2071,{},"{'r2071': 2.62, 'r5350': 2.67}",3p,2.62
LGB7,DLA5,92354,dim1,2021-05-11 07:30:16,2021-05-12 23:59:59,['r81' 'r105' 'r1184' 'r3053' 'r3253'],r1184,{},"{'r81': 3.23, 'r105': 2.22, 'r1184': 2.1, 'r3053': 3.28, 'r3253': 2.67}",3p,2.1
ONT6,DPS1,91741,dim1,2021-05-11 07:30:18,2021-05-12 23:59:59,['r1777' 'r5472'],r1777,{},"{'r1777': 2.41, 'r5472': 2.55}",3p,2.41
TUS2,DLA5,92407,dim1,2021-05-11 07:30:24,2021-05-12 23:59:59,['r66' 'r2368' 'r2936'],r66,"{'j56': 1510, 'j100': 236, 'j104': 2807, 'j101': 376}","{'r66': 6.02, 'r2368': 6.08, 'r2936': 6.44}",amzl_indirect,1.0
PSP1,DSD1,92129,dim1,2021-05-11 07:30:24,2021-05-12 23:59:59,['r94' 'r2172' 'r7332'],r94,"{'j59': 1411, 'j98': 612, 'j104': 2806, 'j102': 1106}","{'r94': 1.52, 'r2172': 2.67, 'r7332': 3.34}",amzl_indirect,1.0
PHX6,DPS1,90028,dim1,2021-05-11 07:30:31,2021-05-12 23:59:59,['r1883' 'r4850'],r4850,"{'j105': 11121, 'j97': 108, 'j104': 2805}","{'r1883': 5.56, 'r4850': 5.54}",ddu,2.24
PSP1,DSD1,92123,dim1,2021-05-11 07:30:32,2021-05-12 23:59:59,['r94' 'r2167' 'r7327'],r94,"{'j59': 1410, 'j98': 611, 'j104': 2804, 'j102': 1105}","{'r94': 1.52, 'r2167': 2.78, 'r7327': 3.43}",amzl_indirect,1.0
PSP1,DSD1,92123,dim1,2021-05-11 07:30:36,2021-05-12 23:59:59,['r94' 'r2167' 'r7327'],r94,"{'j59': 1409, 'j98': 610, 'j104': 2803, 'j102': 1104}","{'r94': 1.52, 'r2167': 2.78, 'r7327': 3.43}",amzl_indirect,1.0
OAK4,DLA5,92553,dim1,2021-05-11 07:30:43,2021-05-12 23:59:59,['r84' 'r102' 'r1365' 'r3091' 'r3241'],r1365,{},"{'r84': 5.96, 'r102': 5.68, 'r1365': 5.52, 'r3091': 6.1, 'r3241': 6.12}",3p,5.52
SMF1,DPS1,91208,dim1,2021-05-11 07:30:44,2021-05-12 23:59:59,['r2261' 'r5532'],r2261,{},"{'r2261': 5.61, 'r5532': 5.84}",3p,5.61
BFL1,DLA5,92507,dim1,2021-05-11 07:30:45,2021-05-12 23:59:59,['r90' 'r356' 'r3140'],r356,{},"{'r90': 3.45, 'r356': 3.41, 'r3140': 3.56}",3p,3.41
LAS7,DPS3,91367,dim1,2021-05-11 07:30:54,2021-05-12 23:59:59,['r79' 'r791' 'r6314'],r79,"{'j58': 589, 'j64': 328, 'j75': 2953, 'j73': 471}","{'r79': 3.29, 'r791': 4.48, 'r6314': 4.82}",amzl_indirect,1.0
OAK4,DSD1,92129,dim1,2021-05-11 07:30:56,2021-05-12 23:59:59,['r103' 'r1500' 'r7242' 'r7422'],r103,"{'j59': 1408, 'j94': 80, 'j104': 2802, 'j102': 1103}","{'r103': 4.71, 'r1500': 6.09, 'r7242': 6.77, 'r7422': 6.53}",amzl_indirect,1.0
FAT1,DPS1,90063,dim1,2021-05-11 07:31:01,2021-05-12 23:59:59,['r110' 'r548' 'r5739'],r110,"{'j57': 2838, 'j62': 327, 'j75': 2952, 'j72': 2278}","{'r110': 3.47, 'r548': 4.03, 'r5739': 4.91}",amzl_indirect,1.0
LGB3,DSD1,92130,dim1,2021-05-11 07:31:03,2021-05-12 23:59:59,['r0' 'r13' 'r997' 'r7093'],r997,{},"{'r0': 2.84, 'r13': 2.84, 'r997': 2.75, 'r7093': 2.99}",3p,2.75
FAT1,DSD2,92008,dim1,2021-05-11 07:31:13,2021-05-12 23:59:59,['r663' 'r7875'],r663,{},"{'r663': 4.8, 'r7875': 5.02}",3p,4.8
FAT1,DSD1,92108,dim1,2021-05-11 07:31:19,2021-05-12 23:59:59,['r649' 'r7471'],r649,{},"{'r649': 5.09, 'r7471': 5.29}",3p,5.09
PSP1,DPS3,91362,dim1,2021-05-11 07:31:22,2021-05-12 23:59:59,['r2133' 'r6417'],r6417,"{'j105': 11120, 'j98': 609, 'j104': 2801}","{'r2133': 3.07, 'r6417': 3.05}",ddu,2.53
TUS2,DPS1,90065,dim1,2021-05-11 07:31:24,2021-05-12 23:59:59,['r2397' 'r4620'],r4620,"{'j105': 11119, 'j100': 235, 'j104': 2800}","{'r2397': 6.54, 'r4620': 6.25}",ddu,2.2
LAS7,DPS3,91301,dim1,2021-05-11 07:31:24,2021-05-12 23:59:59,['r79' 'r782' 'r6305'],r79,"{'j58': 588, 'j64': 327, 'j75': 2951, 'j73': 470}","{'r79': 3.29, 'r782': 4.56, 'r6305': 4.9}",amzl_indirect,1.0
FAT1,DPS1,91803,dim1,2021-05-11 07:31:24,2021-05-12 23:59:59,['r110' 'r611' 'r5802'],r110,"{'j57': 2837, 'j62': 326, 'j75': 2950, 'j72': 2277}","{'r110': 3.47, 'r611': 4.03, 'r5802': 4.89}",amzl_indirect,1.0
FAT1,DSD1,92117,dim1,2021-05-11 07:31:25,2021-05-12 23:59:59,['r651' 'r7473'],r651,{},"{'r651': 5.04, 'r7473': 5.25}",3p,5.04
ONT6,DPS3,91367,dim1,2021-05-11 07:31:33,2021-05-12 23:59:59,['r1799' 'r6440'],r6440,"{'j105': 11118, 'j96': 217, 'j104': 2799}","{'r1799': 2.83, 'r6440': 2.8}",ddu,2.41
PSP1,DPS1,91206,dim1,2021-05-11 07:31:35,2021-05-12 23:59:59,['r2091' 'r5370'],r2091,{},"{'r2091': 2.72, 'r5370': 2.74}",3p,2.72
ONT6,DSD2,92056,dim1,2021-05-11 07:31:36,2021-05-12 23:59:59,['r98' 'r1844' 'r7832'],r98,"{'j60': 375, 'j96': 216, 'j104': 2798, 'j103': 281}","{'r98': 1.6, 'r1844': 2.47, 'r7832': 3.03}",amzl_indirect,1.0
LGB3,DPS3,90265,dim1,2021-05-11 07:31:36,2021-05-12 23:59:59,['r8' 'r10' 'r70' 'r948' 'r6240'],r10,"{'j58': 587, 'j67': 11}","{'r8': 1.46, 'r10': 1.46, 'r70': 1.46, 'r948': 2.72, 'r6240': 3.1}",amzl_direct,1.0
LGB3,DSD1,92009,dim1,2021-05-11 07:31:37,2021-05-12 23:59:59,['r0' 'r13' 'r971' 'r7067'],r971,{},"{'r0': 2.84, 'r13': 2.84, 'r971': 2.64, 'r7067': 2.89}",3p,2.64
ONT6,DLA5,92324,dim1,2021-05-11 07:31:39,2021-05-12 23:59:59,['r96' 'r1686' 'r3176'],r1686,{},"{'r96': 2.36, 'r1686': 2.14, 'r3176': 2.77}",3p,2.14
ONT2,DPS1,91790,dim1,2021-05-11 07:31:45,2021-05-12 23:59:59,['r89' 'r1617' 'r5240' 'r5880'],r1617,{},"{'r89': 2.54, 'r1617': 2.4, 'r5240': 3.84, 'r5880': 2.63}",3p,2.4
PSP1,DPS3,91356,dim1,2021-05-11 07:31:49,2021-05-12 23:59:59,['r2130' 'r6414'],r6414,"{'j105': 11117, 'j98': 608, 'j104': 2797}","{'r2130': 2.9, 'r6414': 2.89}",ddu,2.37
SMF1,DSD2,92011,dim1,2021-05-11 07:31:50,2021-05-12 23:59:59,['r101' 'r2345' 'r7841'],r101,"{'j60': 374, 'j99': 166, 'j104': 2796, 'j103': 280}","{'r101': 4.81, 'r2345': 6.52, 'r7841': 6.28}",amzl_indirect,1.0
LGB7,DSD1,92129,dim1,2021-05-11 07:31:51,2021-05-12 23:59:59,['r1' 'r17' 'r106' 'r1332' 'r7212' 'r7452'],r17,"{'j59': 1407, 'j79': 22}","{'r1': 1.25, 'r17': 1.25, 'r106': 1.25, 'r1332': 2.82, 'r7212': 4.04, 'r7452': 3.07}",amzl_direct,1.0
TUS2,DSD1,92127,dim1,2021-05-11 07:31:54,2021-05-12 23:59:59,['r67' 'r2506' 'r7060'],r67,"{'j59': 1406, 'j100': 234, 'j104': 2795, 'j102': 1102}","{'r67': 5.05, 'r2506': 5.75, 'r7060': 6.84}",amzl_indirect,1.0
BFL1,DPS1,91103,dim1,2021-05-11 07:31:57,2021-05-12 23:59:59,['r92' 'r400' 'r5279'],r92,"{'j57': 2836, 'j55': 402, 'j75': 2949, 'j72': 2276}","{'r92': 2.57, 'r400': 3.05, 'r5279': 4.0}",amzl_indirect,1.0
PSP1,DSD1,92111,dim1,2021-05-11 07:32:00,2021-05-12 23:59:59,['r94' 'r2162' 'r7322'],r94,"{'j59': 1405, 'j98': 607, 'j104': 2794, 'j102': 1101}","{'r94': 1.52, 'r2162': 2.78, 'r7322': 3.42}",amzl_indirect,1.0
FAT1,DLA5,92223,dim1,2021-05-11 07:32:13,2021-05-12 23:59:59,['r108' 'r507' 'r3273'],r108,"{'j56': 1509, 'j62': 325, 'j75': 2948, 'j101': 375}","{'r108': 4.35, 'r507': 4.46, 'r3273': 4.57}",amzl_indirect,1.0
PSP1,DLA5,92346,dim1,2021-05-11 07:32:16,2021-05-12 23:59:59,['r93' 'r2023' 'r3152'],r2023,{},"{'r93': 2.49, 'r2023': 2.18, 'r3152': 2.98}",3p,2.18
LGB7,DSD2,92054,dim1,2021-05-11 07:32:17,2021-05-12 23:59:59,['r7' 'r11' 'r107' 'r1339' 'r7771' 'r7867'],r11,"{'j60': 373, 'j80': 3}","{'r7': 1.46, 'r11': 1.46, 'r107': 1.46, 'r1339': 2.64, 'r7771': 3.87, 'r7867': 2.86}",amzl_direct,1.0
ONT2,DPS1,90063,dim1,2021-05-11 07:32:20,2021-05-12 23:59:59,['r89' 'r1556' 'r5179' 'r5819'],r89,"{'j57': 2835, 'j86': 75, 'j75': 2947, 'j72': 2275}","{'r89': 2.54, 'r1556': 2.54, 'r5179': 3.98, 'r5819': 2.68}",amzl_indirect,1.0
PSP1,DPS1,90013,dim1,2021-05-11 07:32:23,2021-05-12 23:59:59,['r2045' 'r5324'],r5324,"{'j105': 11116, 'j98': 606, 'j104': 2793}","{'r2045': 2.72, 'r5324': 2.7}",ddu,2.18
LGB7,DLA5,92557,dim1,2021-05-11 07:32:30,2021-05-12 23:59:59,['r81' 'r105' 'r1199' 'r3068' 'r3268'],r1199,{},"{'r81': 3.23, 'r105': 2.22, 'r1199': 2.15, 'r3068': 3.34, 'r3268': 2.66}",3p,2.15
PSP1,DPS1,91754,dim1,2021-05-11 07:32:31,2021-05-12 23:59:59,['r2115' 'r5394'],r5394,"{'j105': 11115, 'j98': 605, 'j104': 2792}","{'r2115': 2.66, 'r5394': 2.65}",ddu,2.13
BFL1,DPS1,91011,dim1,2021-05-11 07:32:31,2021-05-12 23:59:59,['r92' 'r394' 'r5273'],r92,"{'j57': 2834, 'j55': 401, 'j75': 2946, 'j72': 2274}","{'r92': 2.57, 'r394': 3.01, 'r5273': 4.02}",amzl_indirect,1.0
PSP1,DSD1,92014,dim1,2021-05-11 07:32:39,2021-05-12 23:59:59,['r94' 'r2148' 'r7308'],r94,"{'j59': 1404, 'j98': 604, 'j104': 2791, 'j102': 1100}","{'r94': 1.52, 'r2148': 2.68, 'r7308': 3.3}",amzl_indirect,1.0
LGB7,DSD1,92122,dim1,2021-05-11 07:32:46,2021-05-12 23:59:59,['r1' 'r17' 'r106' 'r1326' 'r7206' 'r7446'],r17,"{'j59': 1403, 'j79': 21}","{'r1': 1.25, 'r17': 1.25, 'r106': 1.25, 'r1326': 2.89, 'r7206': 4.11, 'r7446': 3.11}",amzl_direct,1.0
PSP1,DSD1,92126,dim1,2021-05-11 07:32:48,2021-05-12 23:59:59,['r94' 'r2169' 'r7329'],r94,"{'j59': 1402, 'j98': 603, 'j104': 2790, 'j102': 1099}","{'r94': 1.52, 'r2169': 2.7, 'r7329': 3.36}",amzl_indirect,1.0
SMF1,DLA5,92404,dim1,2021-05-11 07:32:52,2021-05-12 23:59:59,['r99' 'r2198' 'r3209'],r99,"{'j56': 1508, 'j99': 165, 'j104': 2789, 'j101': 374}","{'r99': 5.57, 'r2198': 5.93, 'r3209': 6.03}",amzl_indirect,1.0
BFL1,DSD1,92117,dim1,2021-05-11 07:32:53,2021-05-12 23:59:59,['r483' 'r7293'],r483,{},"{'r483': 4.12, 'r7293': 4.35}",3p,4.12
SMF1,DSD1,92117,dim1,2021-05-11 07:32:54,2021-05-12 23:59:59,['r100' 'r2331' 'r7383'],r100,"{'j59': 1401, 'j99': 164, 'j104': 2788, 'j102': 1098}","{'r100': 4.6, 'r2331': 6.72, 'r7383': 6.48}",amzl_indirect,1.0
PHX6,DLA5,92223,dim1,2021-05-11 07:33:02,2021-05-12 23:59:59,['r75' 'r1851' 'r2998'],r1851,{},"{'r75': 5.27, 'r1851': 4.77, 'r2998': 5.87}",3p,4.77
SMF1,DLA5,92373,dim1,2021-05-11 07:33:03,2021-05-12 23:59:59,['r99' 'r2194' 'r3205'],r99,"{'j56': 1507, 'j99': 163, 'j104': 2787, 'j101': 373}","{'r99': 5.57, 'r2194': 6.02, 'r3205': 6.06}",amzl_indirect,1.0
PSP1,DPS3,91362,dim1,2021-05-11 07:33:04,2021-05-12 23:59:59,['r2133' 'r6417'],r6417,"{'j105': 11114, 'j98': 602, 'j104': 2786}","{'r2133': 3.07, 'r6417': 3.05}",ddu,2.53
FAT1,DSD1,92078,dim1,2021-05-11 07:33:05,2021-05-12 23:59:59,['r645' 'r7467'],r645,{},"{'r645': 4.88, 'r7467': 5.04}",3p,4.88
TUS2,DLA5,92346,dim1,2021-05-11 07:33:05,2021-05-12 23:59:59,['r66' 'r2359' 'r2927'],r2359,{},"{'r66': 6.02, 'r2359': 5.98, 'r2927': 6.51}",3p,5.98
SMF1,DLA5,92407,dim1,2021-05-11 07:33:09,2021-05-12 23:59:59,['r99' 'r2200' 'r3211'],r99,"{'j56': 1506, 'j99': 162, 'j104': 2785, 'j101': 372}","{'r99': 5.57, 'r2200': 5.87, 'r3211': 5.99}",amzl_indirect,1.0
LGB7,DPS1,90026,dim1,2021-05-11 07:33:10,2021-05-12 23:59:59,['r4' 'r9' 'r83' 'r1209' 'r5008' 'r5648'],r9,"{'j57': 2833, 'j78': 16}","{'r4': 2.35, 'r9': 2.35, 'r83': 2.35, 'r1209': 2.5, 'r5008': 3.84, 'r5648': 2.45}",amzl_direct,1.0
PHX6,DPS1,90014,dim1,2021-05-11 07:33:11,2021-05-12 23:59:59,['r1878' 'r4845'],r4845,"{'j105': 11113, 'j97': 107, 'j104': 2784}","{'r1878': 5.51, 'r4845': 5.48}",ddu,2.18
PSP1,DLA5,92407,dim1,2021-05-11 07:33:16,2021-05-12 23:59:59,['r93' 'r2032' 'r3161'],r2032,{},"{'r93': 2.49, 'r2032': 2.28, 'r3161': 2.91}",3p,2.28
PHX6,DLA5,92223,dim1,2021-05-11 07:33:16,2021-05-12 23:59:59,['r75' 'r1851' 'r2998'],r1851,{},"{'r75': 5.27, 'r1851': 4.77, 'r2998': 5.87}",3p,4.77
SMF1,DPS1,90031,dim1,2021-05-11 07:33:20,2021-05-12 23:59:59,['r2221' 'r5492'],r2221,{},"{'r2221': 5.68, 'r5492': 5.78}",3p,5.68
LGB3,DPS1,91803,dim1,2021-05-11 07:33:21,2021-05-12 23:59:59,['r5' 'r14' 'r71' 'r947' 'r4762'],r14,"{'j57': 2832, 'j66': 52}","{'r5': 1.3, 'r14': 1.3, 'r71': 1.3, 'r947': 2.35, 'r4762': 2.72}",amzl_direct,1.0
SMF1,DPS1,91010,dim1,2021-05-11 07:33:21,2021-05-12 23:59:59,['r2241' 'r5512'],r2241,{},"{'r2241': 5.71, 'r5512': 5.75}",3p,5.71
LGB3,DLA5,92223,dim1,2021-05-11 07:33:21,2021-05-12 23:59:59,['r3' 'r16' 'r69' 'r843' 'r2948'],r16,"{'j56': 1505, 'j65': 41}","{'r3': 2.18, 'r16': 2.18, 'r69': 2.18, 'r843': 2.33, 'r2948': 2.4}",amzl_direct,1.0
OAK4,DLA5,92346,dim1,2021-05-11 07:33:23,2021-05-12 23:59:59,['r84' 'r102' 'r1351' 'r3077' 'r3227'],r1351,{},"{'r84': 5.96, 'r102': 5.68, 'r1351': 5.43, 'r3077': 6.04, 'r3227': 6.17}",3p,5.43
LGB7,DLA5,92405,dim1,2021-05-11 07:33:25,2021-05-12 23:59:59,['r81' 'r105' 'r1191' 'r3060' 'r3260'],r1191,{},"{'r81': 3.23, 'r105': 2.22, 'r1191': 2.05, 'r3060': 3.31, 'r3260': 2.66}",3p,2.05
PSP1,DPS1,90027,dim1,2021-05-11 07:33:31,2021-05-12 23:59:59,['r2050' 'r5329'],r5329,"{'j105': 11112, 'j98': 601, 'j104': 2783}","{'r2050': 2.75, 'r5329': 2.75}",ddu,2.23
SMF1,DPS3,91301,dim1,2021-05-11 07:33:34,2021-05-12 23:59:59,['r2294' 'r6452'],r2294,{},"{'r2294': 5.5, 'r6452': 6.08}",3p,5.5
OAK4,DPS3,91320,dim1,2021-05-11 07:33:38,2021-05-12 23:59:59,['r85' 'r1457' 'r6350' 'r6476'],r1457,{},"{'r85': 5.24, 'r1457': 4.83, 'r6350': 6.95, 'r6476': 6.3}",3p,4.83
PSP1,DPS1,90027,dim1,2021-05-11 07:33:41,2021-05-12 23:59:59,['r2050' 'r5329'],r5329,"{'j105': 11111, 'j98': 600, 'j104': 2782}","{'r2050': 2.75, 'r5329': 2.75}",ddu,2.23
LGB7,DLA5,92324,dim1,2021-05-11 07:33:41,2021-05-12 23:59:59,['r81' 'r105' 'r1182' 'r3051' 'r3251'],r1182,{},"{'r81': 3.23, 'r105': 2.22, 'r1182': 2.06, 'r3051': 3.3, 'r3251': 2.63}",3p,2.06
TUS2,DSD1,92117,dim1,2021-05-11 07:33:43,2021-05-12 23:59:59,['r67' 'r2499' 'r7053'],r67,"{'j59': 1400, 'j100': 233, 'j104': 2781, 'j102': 1097}","{'r67': 5.05, 'r2499': 5.79, 'r7053': 6.93}",amzl_indirect,1.0
LGB3,DSD1,92127,dim1,2021-05-11 07:33:44,2021-05-12 23:59:59,['r0' 'r13' 'r994' 'r7090'],r994,{},"{'r0': 2.84, 'r13': 2.84, 'r994': 2.72, 'r7090': 2.95}",3p,2.72
SMF1,DPS1,91011,dim1,2021-05-11 07:33:47,2021-05-12 23:59:59,['r2242' 'r5513'],r2242,{},"{'r2242': 5.6, 'r5513': 5.84}",3p,5.6
LAS7,DPS3,91320,dim1,2021-05-11 07:34:09,2021-05-12 23:59:59,['r79' 'r785' 'r6308'],r79,"{'j58': 586, 'j64': 326, 'j75': 2945, 'j73': 469}","{'r79': 3.29, 'r785': 4.63, 'r6308': 5.0}",amzl_indirect,1.0
